review,O,C,E,A,N ,Helpfulness,Tiêu_cực,Trung_tính,Tích_cực
lần thứ 2 mua hàng cửa_hàng sẽ tiếp_tục ủng_hộ ạ chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0.6563,0.8097,0.8072,0.8788,0.3041,0.7,0.0,0.0,1.0
chất_lượng tốt gud,0.4511,0.406,0.5143,0.5671,0.4661,0.16,0.0,0.01,0.99
chất_lượng tốt giao sai size hi_vọng lần cửa_hàng để_ý,0.4768,0.5812,0.5094,0.7191,0.3375,0.45,0.02,0.34,0.63
ha nha i châ tôi lươ gia_công ke mình dây đeo đau ca tay,0.4522,0.5388,0.5093,0.596,0.4867,0.2,0.23,0.76,0.01
khong giong hinh lam nhung cung dep cửa_hàng nhiet tinh,0.401,0.5784,0.3899,0.5413,0.5167,0.41,0.01,0.06,0.93
thời_gian giao hàng rất nhanh son màu rất đẹp,0.5933,0.5318,0.7694,0.779,0.2743,0.38,0.0,0.0,1.0
trên hình màu xám gửi về thấy màu trắng,0.4691,0.3829,0.5731,0.5365,0.5122,0.32,0.74,0.25,0.01
cuốn sách tờ pi mình không mua đọc được nó một bạn giới_thiệu mượn đọc xong cuốn sách mình cảm_thấy một điều chưa đủ tác_giả chưa đủ trải câu_chuyện chưa đủ ngấm bạn trẻ đọc vào có_thể cảm_thấy ừ tác_phẩm rất đời rất thực ấy chứ mình thế chưa đủ một tác_phẩm mang tính phản_ánh xã_hội tác_giả mượn câu_chuyện thường_ngày mượn điều gần_gũi chân_thực mỗi chúng_ta bộc_lộ cắt lát nhiều khía_cạnh cuộc_sống mình thấy tác_giả phải đủ trải hay ít_nhất_là đủ hiểu về điều ấy đã câu_chuyện cảm_xúc tác_giả kể một_cách nhìn người_ngoài cuộc điều lẽ dĩ_nhiên mình không nói viết văn phải viết thứ bản_thân đã trải nghiệm mấu_chốt thực_sự cảm_hóa được mình viết ra đây tác_giả chưa làm được điều mình chưa thể cảm_nhận được điều cách nhìn trung_lập y_như bạn buôn bạn một câu_chuyện xung_quanh mình nó chưa đủ gợi cũng chưa thể bật lên cảm_xúc cần_thiết phải có ta thấy tác_giả kể một câu_chuyện thường_ngày hay một câu_chuyện quen chúng_ta hay nghe chính câu_chuyện mang tính kể nên có bạn nhận_xét nó trào_phúng mình không đồng_ý nó chưa đủ thấm chưa đủ sâu được gọi trào_phúng ta đọc câu_chuyện kể thường_ngày tưởng chứng chẳng_thể_hiện ra được ngay từ bản_chất nó đã một lên_án tố_cáo mặt xấu xã_hội mới gọi trào_phúng giống bạn_đọc số đỏ lão hạc chí phèo cũng câu_chuyện bình_thường con_người bình_thường cả xã_hội thời ấy tin chắc bạn thấm được nhiều hơn điều bình_thường ấy cũng lý_giải tại_sao tác_phẩm ấy có một sức_sống lâu_bền cùng năm_tháng nói_chung mình ủng_hộ mong tờ pi có_thể viết tiếp trau_dồi bản_thân hơn có tác_phẩm đời hơn_nữa,0.5887,0.8361,0.6552,0.8363,0.3438,0.02,0.0,1.0,0.0
đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt toẹt vời,0.5962,0.7417,0.6798,0.8685,0.2291,0.4,0.0,0.0,0.99
giao hơi trễ hàng chất_lượng đẹp giống hình,0.4955,0.4615,0.5672,0.671,0.3449,0.48,0.02,0.18,0.8
hơi xước mặt,0.3987,0.3213,0.5109,0.3496,0.7325,0.33,0.2,0.71,0.09
pin ngon rất đáng tiền,0.5977,0.55,0.7386,0.8081,0.2572,0.29,0.03,0.02,0.95
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh mua đơn nhiều lần ủng_hộ cửa_hàng dài_dài,0.6723,0.8005,0.8213,0.9002,0.2583,0.77,0.0,0.0,1.0
em mới nhận được hàng ống hút nước bị gãy ra vậy cửa_hàng,0.3644,0.3802,0.4223,0.3726,0.6734,0.2,0.99,0.01,0.0
truất trên chi_tiết,0.4558,0.3703,0.5195,0.4885,0.5406,0.08,0.0,1.0,0.0
sản_phẩm do lam sai 1 lần hư rồi,0.3432,0.165,0.5958,0.1031,0.966,0.3,0.94,0.0,0.06
giao hàng nhanh cửa_hàng_phục_vụ rất tốt giày đẹp,0.5584,0.6172,0.6512,0.8215,0.2223,0.5,0.0,0.0,0.99
cửa_hàng rất nhiệt_tình mua 6 sp ưng cả 6 sẽ tiếp_tục ủng_hộ cửa_hàng thank cửa_hàng,0.5604,0.7474,0.6062,0.8429,0.2485,0.57,0.0,0.01,0.99
đóng_gói sản_phẩm rất đẹp chắc_chắn kem tẩy lông rất tốt serum chưa sử_dụng nên chưa biết thế_nào ạ,0.5987,0.7756,0.6999,0.8597,0.2665,0.49,0.0,0.0,1.0
hang đúng hình_ảnh giá hợp sản_phẩm cảm_ơn cửa_hàng chất_lượng sản_phẩm tuyệt_vời,0.5311,0.7453,0.5203,0.8204,0.2537,0.51,0.0,0.0,1.0
chất_lượng sản_phẩm kém muốn trả hàng,0.361,0.2296,0.5021,0.2407,0.7917,0.5,1.0,0.0,0.0
mình đặt 1 màu cửa_hàng bỏ lộn_xộn có 1 vài dây bị tua,0.4673,0.6075,0.487,0.6766,0.3882,0.4,0.06,0.01,0.93
mình mua 4chai có 2 chai lưng không đủ dung_tích,0.4199,0.4206,0.4592,0.5094,0.5013,0.29,0.02,0.01,0.98
sạc lâu vô sạc được 1 lần hết pin,0.431,0.422,0.4953,0.547,0.4973,0.36,0.97,0.0,0.02
đặt_hàng 2 giao có 1 rồi lấy đủ tiền 344 000d ? kỳ_vậy,0.4185,0.615,0.3866,0.652,0.3797,0.12,0.0,0.0,1.0
chi 1 quai da n 1 quai trang tri nên be chân da y không đi vư anh,0.5055,0.6392,0.5343,0.795,0.2548,0.31,0.0,0.0,1.0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh_ung ho cửa_hàng da i da i,0.665,0.8033,0.8074,0.8922,0.2754,0.71,0.0,0.0,1.0
mình đặt_hàng hơn 1 tuần không nhận được nên mình hủy đơn hàng nhé phục_vụ kém quá thời_gian giao hàng rất chậm,0.5406,0.7238,0.5927,0.8192,0.2752,0.21,1.0,0.0,0.0
hàng dùng êm chân,0.4146,0.2783,0.5538,0.3987,0.6496,0.41,0.0,0.12,0.88
bạn_hàng lừa_dối,0.464,0.4581,0.5299,0.5753,0.4454,0.0,0.99,0.01,0.0
chất_liệu vải mỏng quá khuyên anh_em nên mua loại xanh màu trắng lõi hết quần hix,0.48,0.6588,0.4901,0.7067,0.3736,0.6,0.98,0.01,0.01
theo_dõi báo_chí về dự_án hằng ngày nay cá_nhân tôi thở_phào,0.4413,0.6819,0.4298,0.6829,0.4001,0.03,0.0,0.99,0.01
chưa dùng thấy bao_bì tốt đóng_gói cẩn_thận đúng hàng nội_địa giá rẻ nữa vote cửa_hàng 5,0.5609,0.7484,0.6119,0.8772,0.1921,0.71,0.0,0.1,0.9
giá lỏng_lẻo nói tóm_lại chán,0.3692,0.3522,0.4614,0.3803,0.6415,0.36,1.0,0.0,0.0
ngon nha cửa_hàng phân_loại 1chuối 1 thập_cẩm giao 2 thập_cẩm_nha,0.4602,0.6825,0.4679,0.6881,0.4149,0.22,0.0,0.0,1.0
sản_phẩm hoạt_động rất tốt rất đáng tiền cửa_hàng_phục_vụ rất tốt,0.6098,0.7242,0.6976,0.9117,0.1538,0.5,0.0,0.0,0.99
chất_lượng sản_phẩm tuyệt_vời chủ cửa_hàng dễ_thương cực nha còn có quà nữa,0.53,0.7087,0.5466,0.802,0.2735,0.35,0.0,0.0,1.0
sản_phẩm chính hãng chất_lượng tốt đóng_gói cẩn_thận giao hàng nhanh gọn nhược_điểm tai_nghe to quá không phù_hợp việt nghe hay bị đau tai chất_lượng khỏi bàn god giá giảm khá xâu không trang mạng khác bạn đầu dê treo thịt chó,0.5078,0.8091,0.5542,0.7128,0.501,0.78,0.14,0.34,0.52
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanh,0.5722,0.8133,0.6555,0.7501,0.4803,0.36,0.0,0.0,1.0
chuyển mình toàn mẫu xấu,0.4127,0.4715,0.4759,0.5125,0.5618,0.24,0.97,0.02,0.01
mua 2 tạ 8kg cửa_hàng gửi 2 loại khác nhau không hiểu luôn đang trả hàng hy_vọng thành_công cửa_hàng làm_ăn thật chán,0.5616,0.7503,0.5996,0.8357,0.2753,0.2,0.97,0.02,0.01
chất_lượng sản_phẩm tuyệt_vời 1000đ,0.4128,0.3486,0.4845,0.4206,0.615,0.18,0.0,0.0,1.0
lúc đầu nghe ổn dùng được 20 ngày hỏng bas mặc_dù mình i tôi dùng,0.3816,0.4971,0.4004,0.4853,0.5891,0.36,0.87,0.1,0.03
nồi đun nhanh giá rẻ chất_lượng được,0.4527,0.4636,0.5045,0.6634,0.3133,0.59,0.01,0.06,0.92
đặt hàg mẫu tokyo xg giao vinahome không hài long một_chút cả bếp đẹp mặt kính lm ăn_không uy_tín,0.5114,0.71,0.544,0.7708,0.326,0.55,0.99,0.0,0.0
1 chảo trị_giá 708k bẩn_thỉu đen_đúa mới móc xó_xỉnh ra vậy cầm trên tay muốn chửi thề tiki,0.5031,0.7018,0.5614,0.6789,0.4634,0.44,0.97,0.0,0.03
tôi đắp xong thấy mặt nổi mụn da tôi dạng bôi cũng được cực ít có mụn đắp xong thấy mặt lầm tấm y,0.5117,0.6521,0.5526,0.7711,0.3277,0.57,0.88,0.1,0.02
cửa_hàng nay lam rat thom va ngon,0.3888,0.3117,0.5099,0.3364,0.7073,0.25,0.01,0.0,0.98
bánh mới ăn mềm ngon lắm luôn,0.5272,0.3944,0.7004,0.6117,0.4366,0.28,0.0,0.0,1.0
đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanh chưa uống thử nên chưa biết,0.575,0.7446,0.6608,0.8585,0.2311,0.29,0.0,0.01,0.99
giao thiếu hàng đặt 2 đôi giao thiếu 1 đôi hỏi cửa_hàng lảng đi,0.4209,0.5575,0.4406,0.5914,0.4738,0.13,0.31,0.03,0.66
thời_gian giao hàng rất nhanh màu_sắc không đúng dù mình đã dặn,0.4868,0.6469,0.5205,0.7402,0.3271,0.3,0.63,0.14,0.22
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời mua 3 đôi rồi,0.4916,0.6817,0.4924,0.7408,0.3387,0.45,0.0,0.0,1.0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh chắc_chắn sẽ tiếp_tục ủng_hộ cửa_hàng,0.6551,0.8102,0.7961,0.8662,0.3197,0.74,0.0,0.0,1.0
giao hàng rất nhanh 1 ngày,0.4432,0.5174,0.5664,0.6211,0.453,0.2,0.0,0.0,1.0
chất_lượng sản_phẩm kém bật lên phun 2 rồi tắt ngúm luôn nhắn_tin cửa_hàng cug không thấy trả_lời cửa_hàng_phục_vụ kém,0.5569,0.7454,0.615,0.7792,0.3738,0.56,0.99,0.0,0.01
ghi hạnh_nhân rang bơ bạn ngta hạnh_nhân rang muối mặn_chát mua lần đầu_tiên rang bơ thơm ngon thật mua lần t2 thế hạt cứngcó hạt mốc lần cạch,0.6097,0.7491,0.7151,0.8429,0.2854,0.53,0.15,0.05,0.8
hình_như cửa_hàng giao nhầm size ý size 38 đế ghi 5 5 không hàg chuẩn f1 đẹp vlin max phê,0.609,0.7248,0.686,0.912,0.1478,0.54,0.0,0.0,1.0
giao hàng tốt chất_lượng ạ đóng_gói sản_phẩm rất đẹp chắc_chắn,0.5481,0.6678,0.629,0.7934,0.2982,0.36,0.0,0.01,0.98
tại_sao giao_thông hà_nội hỗn_loạn quá nhiều xe_máy ?,0.4205,0.5776,0.4358,0.5704,0.5129,0.05,0.0,1.0,0.0
sản_phẩm kém chất_lượng sản_phẩm kém,0.3545,0.248,0.4762,0.2291,0.7972,0.3,0.98,0.01,0.01
sam pham qua te không nhu quan cao,0.3684,0.3327,0.414,0.3747,0.6391,0.35,1.0,0.0,0.0
đặt 2 cửa_hàng gữi 3,0.4253,0.4448,0.4769,0.5342,0.5048,0.15,0.0,0.0,1.0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt mua đồ bé cửa_hàng tâm_lý quá còn tặng kèm cả kẹo_mút bé nữa 10,0.59,0.8003,0.6866,0.7943,0.4005,0.53,0.0,0.0,1.0
giày đẹp,0.5338,0.5506,0.5877,0.7325,0.2931,0.24,0.03,0.18,0.79
thật_sự bị rảnh tiền tết quá nên mới mua quyển đọc được một phần ba quyển thật_sự không muốn đọc tiếp nữa ngoài bìa có một câu nói khiến tôi rất tâm_đắc nên nghĩ truyện sẽ rất hay ai_ngờ làm tôi thất_vọng cách viết thật_sự quá chán hay có câu mang tính triết_lý không hề triết_lý tí kiểu dùng từ hoa_mĩ một_cách tùy_tiện vậy tạm không xét lời_văn tôi muốn hỏi tại_sao tính_cách nhân_vật chính truyện lộn_xộn như_vậy ? tôi không thấy quyết_đoán dứt_khoát nên có quân_nhân nữ chính thấy cô ấy hay do_dự lằng_nhằng suy_nghĩ lúc thế lúc thế nọ cô có_thể cảm_giác tội_lỗi em mình liền buông bỏ tình_yêu mười mấy năm kết_hôn rồi rung_động nam chính không biết_bao_nhiêu lần cuối_cùng cảm_giác tội_lỗi muốn ly_hôn quay nam phụ kiểu thánh_mẫu không phải quá quen_thuộc rồi ? còn nam chính lạnh_lùng lạnh_lùng thật_ra lạnh_lùng cũng được xin đừng thêm giảo_hoạt dịu_dàng trẻ_con vào nữa không thế_thì không_thể diễn_tả yêu_thương anh dành nữ chính ư ? hà dĩ thâm bên nhau trọn đời cũng kiểu trầm tính anh đâu cần biến_đổi nhân_cách mình đọc cảm_nhận được tình_yêu sâu_đậm anh ? nội_dung kiểu đổ đầy màu chó không vừa_lòng ấy ? yêu thầm từ nhỏ cũng đi nam chính đã hết ám_chỉ công_khai không biết_bao_nhiêu lần nữ chính con ngốc hay mãi không biết tình_cảm_anh dành mình vậy ? muốn kéo_dài câu_chuyện cũng_nên làm nó hợp_lý một_chút đi mấy tình_huống quen_thuộc không thực_tế kiểu vừa đọc được một đoạn đã đoán được kết_cục thật_sự nản lắm rồi,0.5504,0.8216,0.6083,0.7752,0.4286,0.05,0.06,0.94,0.0
quần khá đẹp hài_lòng sản_phẩm,0.4188,0.3784,0.4863,0.4538,0.5923,0.31,0.0,0.01,0.99
chất_lượng sản_phẩm kém cửa_hàng_phục_vụ kém không đáng tiền mùi mùi xà_phòng ấy,0.5096,0.7134,0.5173,0.7747,0.3117,0.46,1.0,0.0,0.0
cửa_hàng giao nhầm giày cũng đẹp lm ạ cửa_hàng_phục_vụ rất tốt,0.5498,0.6857,0.5911,0.8389,0.2309,0.32,0.01,0.3,0.69
sản_phẩm quá tệ vừa dơ vải thô gửi hang không đúng hinh thất_vọng,0.4507,0.6378,0.4404,0.6524,0.4313,0.61,0.99,0.0,0.0
đồ đẹp lần sẽ mua tiếp chất_lượng sản_phẩm tuyệt_vời,0.4429,0.4906,0.5019,0.5855,0.4466,0.61,0.0,0.0,1.0
đóng_gói sản_phẩm rất đẹp chắc_chắn mới sài chưa thấy hiệu_quả không biết sau_này ra 5sao,0.5101,0.7285,0.5445,0.7312,0.3933,0.45,0.0,0.02,0.97
chất_lượng sản_phẩm tuyệt_vời ha tôi mơ i ăn râ tôi ngon không gă tôi dâ u,0.4829,0.6688,0.482,0.7053,0.3812,0.08,0.0,0.0,0.99
cửa_hàng_phục_vụ rất tốt chất_lượng sản_phẩm tuyệt voi cửa_hàng nay ban re ma hang chat luong,0.5664,0.7552,0.6152,0.8528,0.2649,0.54,0.0,0.01,0.99
giao hàng rất nhanh,0.5382,0.6038,0.6849,0.8066,0.2702,0.14,0.0,0.05,0.94
cửa_hàng_phục_vụ nhanh sp tốt,0.446,0.4769,0.4994,0.6143,0.4207,0.19,0.0,0.01,0.99
giày êmda mềm chất_lượng sản_phẩm tuyệt_vời,0.4419,0.4707,0.4739,0.5514,0.4863,0.59,0.0,0.0,1.0
ưng_ý sẽ ủng_hộ nhiều đơn hàng nữa ạ đóng_gói sản_phẩm rất đẹp chắc_chắn,0.6087,0.7307,0.6946,0.8757,0.1931,0.65,0.0,0.02,0.98
hàng không đúng mô_tả mô_tả kích_thước mặt 3m tôi mới mua giao 3 8m,0.4115,0.6453,0.3582,0.6264,0.423,0.41,0.78,0.2,0.02
hàng cùi sài được 3 tiếng hết pin,0.4369,0.3807,0.4902,0.5137,0.5032,0.34,1.0,0.0,0.0
mình mua ngay đợt khuyến_mãi tuy_nhiên chắc do khẩu_vị khác nhau em thấy uống không ngon_ngọt vị đường gắt quá gía rẻ hơn so bình_thường nên mua uống thử,0.61,0.7579,0.7201,0.8499,0.2823,0.36,0.13,0.0,0.87
cảm_ơn cửa_hàng tặng mình sample duo gói hàng rất cẩn_thận,0.4195,0.558,0.4418,0.5755,0.4857,0.13,0.0,0.04,0.96
giao hàng thiếu số_lượng không nhận được phản_hồi từ cửa_hàng đã gọi điện_thoại không được giải_quyết,0.5096,0.7148,0.5077,0.7974,0.273,0.24,0.99,0.01,0.0
auth son quét mã được,0.4004,0.3689,0.4366,0.4393,0.5526,0.13,0.0,1.0,0.0
nhận hàng không xem hàng trc lúc mở ra thi thiếu hàng nói thanh_toán rả rồi lúc bảo gửi đủ rồi cửa_hàng cãi bay cãi biến,0.4787,0.7276,0.5064,0.7065,0.4306,0.15,1.0,0.0,0.0
mình đang chờ tiki tới đổi trả hàng được nhận quà tặng kèm nên chưa muốn đọc chứ bình_thường đặc_biệt bộ ngay nhận hàng xong đã muốn đọc ngay độ hấp_dẫn nó lần cần đổi trả hàng nên mình chưa đụng tới cuốn đang chờ được đổi chờ cả tuần rồi chưa thấy,0.4657,0.7822,0.4708,0.647,0.5302,0.06,0.0,0.99,0.0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn chuột nhạy,0.542,0.7151,0.5787,0.7871,0.3158,0.59,0.0,0.0,1.0
chất_lượng tốt hàng đẹp giá đẹp,0.6007,0.479,0.7409,0.7874,0.2334,0.44,0.0,0.0,1.0
máy khá tốt nha,0.473,0.4419,0.5578,0.6636,0.3822,0.12,0.0,0.02,0.98
kém chất_lượng hàng giả hàng nhái nhé,0.4025,0.2475,0.5925,0.3045,0.7577,0.35,1.0,0.0,0.0
bút spen nhạy tới mức có_thể nhận lệnh từ cách màn_hình từ vài mình còn bút aple phải sạc mới xài được to_lớn nặng_nề phải mua riêng giá 1 điện_thoại giá tốt,0.6224,0.7957,0.7282,0.8592,0.2901,0.71,0.22,0.06,0.72
cục sạc cute lạc lối mỗi tội nặng cục gạch,0.4026,0.4785,0.3947,0.5289,0.501,0.37,0.83,0.16,0.01
thích cách đóng_gói,0.4005,0.3645,0.5164,0.3933,0.6464,0.14,0.0,0.0,1.0
sp đẹp giao hàng nhanh rất đáng tiền,0.6301,0.5888,0.8114,0.8486,0.1922,0.57,0.0,0.0,1.0
1 đặt chuột mã 110x giao 110chat không trả_lời chẳnv lẽ có mấy chục trả hàng,0.4154,0.5622,0.4236,0.5395,0.532,0.25,0.01,0.0,0.99
cửa_hàng siêu kĩ bọc wrap món 6 siêu êm sản_phẩm toẹt vời nhân_viên ân_cần giao hàng rất nhanh rất đáng tiền chất_lượng sản_phẩm tuyệt_vời cửa_hàng_phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp chắc_chắn,0.6253,0.8176,0.7441,0.8298,0.3707,0.72,0.0,0.0,1.0
sp lg dùng rất tốt nhiều tính_năng thiết_thực,0.4368,0.4074,0.5163,0.5011,0.5371,0.29,0.0,0.01,0.99
không co hươ dâ n sư du va ca p_sa chị giơ i thiê u bô sa n phâ mình vâ y ?,0.5127,0.71,0.5229,0.7828,0.31,0.01,0.01,0.99,0.0
giao sai màu sản_phẩm kích_thước nhỏ quay dây còn nghe tiếng cọt_kẹt,0.4447,0.6033,0.4572,0.6124,0.4753,0.5,0.99,0.01,0.0
mẫu_mã đẹp xay khá êm hi_vọng bền,0.4267,0.4444,0.4526,0.5042,0.5194,0.54,0.01,0.01,0.98
còn lời hay hơn tuyệt_vời không,0.417,0.3313,0.5095,0.4484,0.5739,0.08,0.0,0.0,1.0
thời_gian giao hàng rất nhanh bút đẹp đóng_gói sản_phẩm rất đẹp chắc_chắn,0.6346,0.7017,0.761,0.8939,0.1786,0.48,0.0,0.01,0.99
chất_lượng sản_phẩm tuyệt_vời quá tuyệt so giá tiền,0.4231,0.49,0.4439,0.5457,0.5091,0.42,0.0,0.0,0.99
20 000 sạc ip 6s 2 lần hết dung_lượng bó_tay,0.3855,0.4627,0.4043,0.4613,0.5944,0.16,0.0,0.0,1.0
dép đẹp đi êm chân,0.5197,0.4107,0.6306,0.5799,0.4648,0.42,0.0,0.01,0.99
mình ăn hơi bị gắt cổ,0.4178,0.305,0.5864,0.3262,0.7474,0.05,0.95,0.0,0.05
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0.6709,0.7713,0.8273,0.8873,0.2621,0.61,0.0,0.0,1.0
đồ rất đẹp giao hàng rất nhanh chị chủ còn nhiệt_tình nữa,0.5939,0.5892,0.7467,0.7895,0.2963,0.45,0.0,0.0,1.0
tất_cả đều tốt trừ vòng đinh kính gửi lộn mầu thời_gian giao hàng lâu,0.5471,0.6418,0.6047,0.8102,0.2681,0.48,0.02,0.58,0.4
rẻ đẹp rất tốt,0.637,0.5702,0.8033,0.8801,0.1845,0.52,0.01,0.0,0.99
hàng chuẩn đẹp,0.5865,0.438,0.748,0.7395,0.3159,0.22,0.01,0.03,0.97
chất_liệu vải cực_kì xấu,0.4389,0.4057,0.5228,0.4981,0.5352,0.12,1.0,0.0,0.0
chưa bao_giờ mua hàng đâu có bác chủ nhiệt_tình có trách_nhiệm đây bác mới chuẩn 1 cửa_hàng mal đúng nghĩa tận_tình trách_nhiệm rất tuyệt_vời cảm_ơn bác rất nhiều mọi ủng_hộ cửa_hàng nhiều vào nhé,0.6248,0.8252,0.7289,0.8662,0.2848,0.5,0.0,0.0,1.0
có 4 6 trang kg có đặt sắc cả chắc dành trẻ chưa biết đi,0.4006,0.3887,0.4516,0.387,0.6387,0.36,0.0,0.0,1.0
bình sữa tốt nha cửa_hàng,0.4208,0.4253,0.454,0.5404,0.4638,0.09,0.56,0.12,0.32
cửa_hàng_phục_vụ rất tốt có phản_hồihỗ trợ lỗi có_thể khắc_phục được cửa_hàng nên cẩn_thận hơn_nữa,0.6219,0.7816,0.7042,0.9036,0.2089,0.35,0.0,0.04,0.96
chất xấu không hình giặt 1 lần đã tưa,0.4205,0.3267,0.517,0.4465,0.5852,0.54,0.97,0.02,0.01
hàng không mong_đợi có 1 mặt kính phía viền bên lót cực_kỳ kém lắp điện_thoại vào xước như_chơi rơi mạnh có_thể bung hết ra nói_chung đặt mua chơi nhận hàng rồi thấy không phù_hợp,0.5203,0.7758,0.572,0.7064,0.4777,0.66,0.97,0.02,0.01
